fullname,motivation,surname,firstname,share,born,year,age,born_city,died,is_alive,category,born_country,gender,born_country_code,affiliation_city,affiliation,affiliation_country
Rudolf Ludwig Mössbauer,for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name,Mössbauer,Rudolf Ludwig,2,1/31/1929,1961,31,Munich,9/14/2011,FALSE,physics,Germany,male,DE,Munich,Technical University,Federal Republic of Germany
Robert Hofstadter,for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons,Hofstadter,Robert,2,2/5/1915,1961,45,"New York, NY",11/17/1990,FALSE,physics,USA,male,US,"Stanford, CA",Stanford,USA
Max Ferdinand Perutz,for their studies of the structures of globular proteins,Perutz,Max Ferdinand,2,5/19/1914,1962,47,Vienna,2/6/2002,FALSE,chemistry,Austria,male,AT,Cambridge,MRC Laboratory of Molecular Biology,United Kingdom
John Cowdery Kendrew,for their studies of the structures of globular proteins,Kendrew,John Cowdery,2,3/24/1917,1962,44,Oxford,8/23/1997,FALSE,chemistry,United Kingdom,male,GB,Cambridge,MRC Laboratory of Molecular Biology,United Kingdom
John Steinbeck,"for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception",Steinbeck,John,1,2/27/1902,1962,59,"Salinas, CA",12/20/1968,FALSE,literature,USA,male,US,,none,
James Dewey Watson,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,Watson,James Dewey,3,4/6/1928,1962,33,"Chicago, IL",0000-00-00,TRUE,medicine,USA,male,US,"Cambridge, MA",Harvard,USA
Maurice Hugh Frederick Wilkins,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,Wilkins,Maurice Hugh Frederick,3,12/15/1916,1962,45,Pongaroa,10/5/2004,FALSE,medicine,New Zealand,male,NZ,London,London University,United Kingdom
Francis Harry Compton Crick,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,Crick,Francis Harry Compton,3,6/8/1916,1962,45,Northampton,7/28/2004,FALSE,medicine,United Kingdom,male,GB,Cambridge,MRC Laboratory of Molecular Biology,United Kingdom
Linus Carl Pauling,,Pauling,Linus Carl,1,2/28/1901,1962,60,"Portland, OR",8/19/1994,FALSE,peace,USA,male,US,"Pasadena, CA",Caltech,USA
Lev Davidovich Landau,"for his pioneering theories for condensed matter, especially liquid helium",Landau,Lev Davidovich,1,1/22/1908,1962,53,Baku,4/1/1968,FALSE,physics,Russian Empire (now Azerbaijan),male,AZ,Moscow,Academy of Sciences,USSR
Karl Ziegler,for their discoveries in the field of the chemistry and technology of high polymers,Ziegler,Karl,2,1898-11-26,1963,64,Helsa,8/12/1973,FALSE,chemistry,Germany,male,DE,Mülheim/Ruhr,Max-Planck-Institut für Kohlenforschung (Max-Planck-Institute for Carbon Research),Federal Republic of Germany
Giulio Natta,for their discoveries in the field of the chemistry and technology of high polymers,Natta,Giulio,2,2/26/1903,1963,59,Imperia,5/2/1979,FALSE,chemistry,Italy,male,IT,Milan,Institute of Technology,Italy
Giorgos Seferis,"for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture",Seferis,Giorgos,1,3/13/1900,1963,62,Smyrna (now Izmir),9/20/1971,FALSE,literature,Ottoman Empire (now Turkey),male,TR,,none,
Sir John Carew Eccles,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,Eccles,Sir John Carew,3,1/27/1903,1963,59,Melbourne,5/2/1997,FALSE,medicine,Australia,male,AU,Canberra,Australian National University,Australia
Alan Lloyd Hodgkin,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,Hodgkin,Alan Lloyd,3,2/5/1914,1963,48,Banbury,12/20/1998,FALSE,medicine,United Kingdom,male,GB,Cambridge,Cambridge,United Kingdom
Andrew Fielding Huxley,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,Huxley,Andrew Fielding,3,11/22/1917,1963,45,Hampstead,5/30/2012,FALSE,medicine,United Kingdom,male,GB,London,University College,United Kingdom
J. Hans D. Jensen,for their discoveries concerning nuclear shell structure,Jensen,J. Hans D.,4,6/25/1907,1963,55,Hamburg,2/11/1973,FALSE,physics,Germany,male,DE,Heidelberg,University of Heidelberg,Federal Republic of Germany
Maria Goeppert Mayer,for their discoveries concerning nuclear shell structure,Goeppert Mayer,Maria,4,6/28/1906,1963,56,Kattowitz (now Katowice),2/20/1972,FALSE,physics,Germany (now Poland),female,PL,"La Jolla, CA",University of California,USA
Eugene Paul Wigner,"for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles",Wigner,Eugene Paul,2,11/17/1902,1963,60,Budapest,1/1/1995,FALSE,physics,Austria-Hungary (now Hungary),male,HU,"Princeton, NJ",Princeton University,USA
Dorothy Crowfoot Hodgkin,for her determinations by X-ray techniques of the structures of important biochemical substances,Hodgkin,Dorothy Crowfoot,1,5/12/1910,1964,53,Cairo,7/29/1994,FALSE,chemistry,Egypt,female,EG,Oxford,"University of Oxford, Royal Society",United Kingdom
Jean-Paul Sartre,"for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age",Sartre,Jean-Paul,1,6/21/1905,1964,58,Paris,4/15/1980,FALSE,literature,France,male,FR,,none,
Konrad Bloch,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,Bloch,Konrad,2,1/21/1912,1964,51,Neisse (now Nysa),10/15/2000,FALSE,medicine,Germany (now Poland),male,PL,"Cambridge, MA",Harvard,USA
Feodor Lynen,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,Lynen,Feodor,2,4/6/1911,1964,52,Munich,8/6/1979,FALSE,medicine,Germany,male,DE,Munich,Max-Planck-Institut für Zellchemie,Federal Republic of Germany
Martin Luther King Jr.,,King Jr.,Martin Luther,1,1/15/1929,1964,34,"Atlanta, GA",4/4/1968,FALSE,peace,USA,male,US,,none,
Nicolay Gennadiyevich Basov,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",Basov,Nicolay Gennadiyevich,4,12/14/1922,1964,41,Usman,7/1/2001,FALSE,physics,USSR (now Russia),male,RU,Moscow,P.N. Lebedev Physical Institute,USSR
Aleksandr Mikhailovich Prokhorov,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",Prokhorov,Aleksandr Mikhailovich,4,7/11/1916,1964,47,Atherton,1/8/2002,FALSE,physics,Australia,male,AU,Moscow,P.N. Lebedev Physical Institute,USSR
Charles Hard Townes,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",Townes,Charles Hard,2,7/28/1915,1964,48,"Greenville, SC",1/27/2015,FALSE,physics,USA,male,US,"Cambridge, MA",MIT,USA
Robert Burns Woodward,for his outstanding achievements in the art of organic synthesis,Woodward,Robert Burns,1,4/10/1917,1965,47,"Boston, MA",7/8/1979,FALSE,chemistry,USA,male,US,"Cambridge, MA",Harvard,USA
Mikhail Aleksandrovich Sholokhov,"for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people",Sholokhov,Mikhail Aleksandrovich,1,5/24/1905,1965,59,Veshenskaya,2/21/1984,FALSE,literature,Russia,male,RU,,none,
André Lwoff,for their discoveries concerning genetic control of enzyme and virus synthesis,Lwoff,André,3,5/8/1902,1965,62,Ainay-le-Château,9/30/1994,FALSE,medicine,France,male,FR,Paris,Institut Pasteur,France
Jacques Monod,for their discoveries concerning genetic control of enzyme and virus synthesis,Monod,Jacques,3,2/9/1910,1965,54,Paris,5/31/1976,FALSE,medicine,France,male,FR,Paris,Institut Pasteur,France
François Jacob,for their discoveries concerning genetic control of enzyme and virus synthesis,Jacob,François,3,6/17/1920,1965,44,Nancy,4/19/2013,FALSE,medicine,France,male,FR,Paris,Institut Pasteur,France
Julian Schwinger,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",Schwinger,Julian,3,2/12/1918,1965,46,"New York, NY",7/16/1994,FALSE,physics,USA,male,US,"Cambridge, MA",Harvard,USA
Richard P. Feynman,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",Feynman,Richard P.,3,5/11/1918,1965,46,"New York, NY",2/15/1988,FALSE,physics,USA,male,US,"Pasadena, CA",Caltech,USA
Sin-Itiro Tomonaga,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",Tomonaga,Sin-Itiro,3,3/31/1906,1965,58,Kyoto,7/8/1979,FALSE,physics,Japan,male,JP,Tokyo,Tokyo University of Education,Japan
Robert S. Mulliken,for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method,Mulliken,Robert S.,1,1896-06-07,1966,69,"Newburyport, MA",10/31/1986,FALSE,chemistry,USA,male,US,"Chicago, IL",University of Chicago,USA
Shmuel Yosef Agnon,for his profoundly characteristic narrative art with motifs from the life of the Jewish people,Agnon,Shmuel Yosef,2,1888-07-17,1966,77,Buczacz (now Buchach),2/17/1970,FALSE,literature,Austria-Hungary (now Ukraine),male,UA,,none,
Nelly Sachs,"for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength"""" """,Sachs,Nelly,2,1891-12-10,1966,74,Berlin,5/12/1970,FALSE,literature,Germany,female,DE,,none,
Charles Brenton Huggins,for his discoveries concerning hormonal treatment of prostatic cancer,Huggins,Charles Brenton,2,9/22/1901,1966,64,Halifax,1/12/1997,FALSE,medicine,Canada,male,CA,"Chicago, IL","University of Chicago, Ben May Laboratory for Cancer Research",USA
Peyton Rous,for his discovery of tumour-inducing viruses,Rous,Peyton,2,1879-10-05,1966,86,"Baltimore, MD",2/16/1972,FALSE,medicine,USA,male,US,"New York, NY",Rockefeller,USA
Alfred Kastler,for the discovery and development of optical methods for studying Hertzian resonances in atoms,Kastler,Alfred,1,5/3/1902,1966,63,Guebwiller,1/7/1984,FALSE,physics,Germany (now France),male,FR,Paris,École Normale Supérieure,France
Ronald George Wreyford Norrish,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",Norrish,Ronald George Wreyford,4,1897-11-09,1967,69,Cambridge,6/7/1978,FALSE,chemistry,United Kingdom,male,GB,Cambridge,Institute of Physical Chemistry,United Kingdom
George Porter,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",Porter,George,4,12/6/1920,1967,46,Stainforth,8/31/2002,FALSE,chemistry,United Kingdom,male,GB,London,Royal Institution of Great Britain,United Kingdom
Manfred Eigen,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",Eigen,Manfred,2,5/9/1927,1967,39,Bochum,0000-00-00,TRUE,chemistry,Germany,male,DE,Göttingen,Max-Planck-Institut für Physikalische Chemie,Federal Republic of Germany
Miguel Angel Asturias,"for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America",Asturias,Miguel Angel,1,1899-10-19,1967,67,Guatemala City,6/9/1974,FALSE,literature,Guatemala,male,GT,,none,
Haldan Keffer Hartline,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Hartline,Haldan Keffer,3,12/22/1903,1967,63,"Bloomsburg, PA",3/17/1983,FALSE,medicine,USA,male,US,"New York, NY",Rockefeller,USA
Ragnar Granit,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Granit,Ragnar,3,10/30/1900,1967,66,Helsinki,3/12/1991,FALSE,medicine,Russian Empire (now Finland),male,FI,Stockholm,Karolinska Institutet,Sweden
George Wald,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Wald,George,3,11/18/1906,1967,60,"New York, NY",4/12/1997,FALSE,medicine,USA,male,US,"Cambridge, MA",Harvard,USA
Hans Albrecht Bethe,"for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars",Bethe,Hans Albrecht,1,7/2/1906,1967,60,Strassburg (now Strasbourg),3/6/2005,FALSE,physics,Germany (now France),male,FR,"Ithaca, NY",Cornell University,USA
Lars Onsager,"for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes",Onsager,Lars,1,11/27/1903,1968,64,Kristiania (now Oslo),10/5/1976,FALSE,chemistry,Norway,male,NO,"New Haven, CT",Yale University,USA
Yasunari Kawabata,"for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind",Kawabata,Yasunari,1,1899-06-11,1968,68,Osaka,4/16/1972,FALSE,literature,Japan,male,JP,,none,
Marshall W. Nirenberg,for their interpretation of the genetic code and its function in protein synthesis,Nirenberg,Marshall W.,3,4/10/1927,1968,40,"New York, NY",1/15/2010,FALSE,medicine,USA,male,US,"Bethesda, MD",National Institutes of Health,USA
Har Gobind Khorana,for their interpretation of the genetic code and its function in protein synthesis,Khorana,Har Gobind,3,1/9/1922,1968,45,Raipur,11/9/2011,FALSE,medicine,India,male,IN,"Madison, WI",University of Wisconsin,USA
Robert W. Holley,for their interpretation of the genetic code and its function in protein synthesis,Holley,Robert W.,3,1/28/1922,1968,45,"Urbana, IL",2/11/1993,FALSE,medicine,USA,male,US,"Ithaca, NY",Cornell University,USA
René Cassin,,Cassin,René,1,1887-10-05,1968,80,Bayonne,2/20/1976,FALSE,peace,France,male,FR,,none,
Luis Walter Alvarez,"for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis",Alvarez,Luis Walter,1,6/13/1911,1968,56,"San Francisco, CA",9/1/1988,FALSE,physics,USA,male,US,"Berkeley, CA",University of California,USA
Odd Hassel,for their contributions to the development of the concept of conformation and its application in chemistry,Hassel,Odd,2,1897-05-17,1969,71,Kristiania (now Oslo),5/11/1981,FALSE,chemistry,Norway,male,NO,Oslo,University of Oslo,Norway
Derek H. R. Barton,for their contributions to the development of the concept of conformation and its application in chemistry,Barton,Derek H. R.,2,9/8/1918,1969,50,Gravesend,3/16/1998,FALSE,chemistry,United Kingdom,male,GB,London,Imperial College,United Kingdom
Ragnar Frisch,for having developed and applied dynamic models for the analysis of economic processes,Frisch,Ragnar,2,1895-03-03,1969,73,Oslo,1/31/1973,FALSE,economics,Norway,male,NO,Oslo,University of Oslo,Norway
Jan Tinbergen,for having developed and applied dynamic models for the analysis of economic processes,Tinbergen,Jan,2,4/12/1903,1969,65,the Hague,6/9/1994,FALSE,economics,the Netherlands,male,NL,Rotterdam,The Netherlands School of Economics,the Netherlands
Samuel Beckett,"for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation",Beckett,Samuel,1,4/13/1906,1969,62,Dublin,12/22/1989,FALSE,literature,Ireland,male,IE,,none,
Max Delbrück,for their discoveries concerning the replication mechanism and the genetic structure of viruses,Delbrück,Max,3,9/4/1906,1969,62,Berlin,3/9/1981,FALSE,medicine,Germany,male,DE,"Pasadena, CA",Caltech,USA
Alfred D. Hershey,for their discoveries concerning the replication mechanism and the genetic structure of viruses,Hershey,Alfred D.,3,12/4/1908,1969,60,"Owosso, MI",5/22/1997,FALSE,medicine,USA,male,US,"Long Island, New York, NY",Carnegie Institution of Washington,USA
